paso,id_pedido,estado_anterior,estado_nuevo,evento
1,PED-325,Pedido Recibido,En Preparación,PED-325: Pedido Recibido -> En Preparación
1,PED-326,Pedido Recibido,En Preparación,PED-326: Pedido Recibido -> En Preparación
1,PED-327,Pedido Recibido,En Preparación,PED-327: Pedido Recibido -> En Preparación
1,PED-328,Pedido Recibido,En Preparación,PED-328: Pedido Recibido -> En Preparación
1,PED-329,Pedido Recibido,En Preparación,PED-329: Pedido Recibido -> En Preparación
1,PED-330,Pedido Recibido,En Preparación,PED-330: Pedido Recibido -> En Preparación
1,PED-331,Pedido Recibido,En Preparación,PED-331: Pedido Recibido -> En Preparación
1,PED-332,Pedido Recibido,En Preparación,PED-332: Pedido Recibido -> En Preparación
1,PED-333,Pedido Recibido,En Preparación,PED-333: Pedido Recibido -> En Preparación
1,PED-334,Pedido Recibido,En Preparación,PED-334: Pedido Recibido -> En Preparación
1,PED-335,Pedido Recibido,En Preparación,PED-335: Pedido Recibido -> En Preparación
1,PED-336,Pedido Recibido,En Preparación,PED-336: Pedido Recibido -> En Preparación
1,PED-337,Pedido Recibido,En Preparación,PED-337: Pedido Recibido -> En Preparación
1,PED-338,Pedido Recibido,En Preparación,PED-338: Pedido Recibido -> En Preparación
1,PED-339,Pedido Recibido,En Preparación,PED-339: Pedido Recibido -> En Preparación
1,PED-340,Pedido Recibido,En Preparación,PED-340: Pedido Recibido -> En Preparación
1,PED-341,Pedido Recibido,En Preparación,PED-341: Pedido Recibido -> En Preparación
1,PED-342,Pedido Recibido,En Preparación,PED-342: Pedido Recibido -> En Preparación
1,PED-343,Pedido Recibido,En Preparación,PED-343: Pedido Recibido -> En Preparación
1,PED-344,Pedido Recibido,Devuelto,PED-344: Pedido Recibido -> Devuelto
1,PED-345,Pedido Recibido,En Preparación,PED-345: Pedido Recibido -> En Preparación
1,PED-346,Pedido Recibido,En Preparación,PED-346: Pedido Recibido -> En Preparación
1,PED-347,Pedido Recibido,En Preparación,PED-347: Pedido Recibido -> En Preparación
1,PED-348,Pedido Recibido,En Preparación,PED-348: Pedido Recibido -> En Preparación
1,PED-349,Pedido Recibido,En Preparación,PED-349: Pedido Recibido -> En Preparación
1,PED-350,Pedido Recibido,Devuelto,PED-350: Pedido Recibido -> Devuelto
1,PED-351,Pedido Recibido,En Preparación,PED-351: Pedido Recibido -> En Preparación
1,PED-352,Pedido Recibido,En Preparación,PED-352: Pedido Recibido -> En Preparación
1,PED-353,Pedido Recibido,En Preparación,PED-353: Pedido Recibido -> En Preparación
1,PED-354,Pedido Recibido,En Preparación,PED-354: Pedido Recibido -> En Preparación
1,PED-355,Pedido Recibido,En Preparación,PED-355: Pedido Recibido -> En Preparación
1,PED-356,Pedido Recibido,En Preparación,PED-356: Pedido Recibido -> En Preparación
1,PED-357,Pedido Recibido,En Preparación,PED-357: Pedido Recibido -> En Preparación
1,PED-358,Pedido Recibido,En Preparación,PED-358: Pedido Recibido -> En Preparación
1,PED-359,Pedido Recibido,En Preparación,PED-359: Pedido Recibido -> En Preparación
1,PED-360,Pedido Recibido,En Preparación,PED-360: Pedido Recibido -> En Preparación
1,PED-361,Pedido Recibido,En Preparación,PED-361: Pedido Recibido -> En Preparación
1,PED-362,Pedido Recibido,En Preparación,PED-362: Pedido Recibido -> En Preparación
1,PED-363,Pedido Recibido,En Preparación,PED-363: Pedido Recibido -> En Preparación
1,PED-364,Pedido Recibido,En Preparación,PED-364: Pedido Recibido -> En Preparación
1,PED-365,Pedido Recibido,En Preparación,PED-365: Pedido Recibido -> En Preparación
1,PED-366,Pedido Recibido,En Preparación,PED-366: Pedido Recibido -> En Preparación
1,PED-367,Pedido Recibido,En Preparación,PED-367: Pedido Recibido -> En Preparación
1,PED-368,Pedido Recibido,En Preparación,PED-368: Pedido Recibido -> En Preparación
1,PED-369,Pedido Recibido,En Preparación,PED-369: Pedido Recibido -> En Preparación
1,PED-370,Pedido Recibido,En Preparación,PED-370: Pedido Recibido -> En Preparación
1,PED-371,Pedido Recibido,En Preparación,PED-371: Pedido Recibido -> En Preparación
1,PED-372,Pedido Recibido,En Preparación,PED-372: Pedido Recibido -> En Preparación
1,PED-373,Pedido Recibido,En Preparación,PED-373: Pedido Recibido -> En Preparación
1,PED-374,Pedido Recibido,En Preparación,PED-374: Pedido Recibido -> En Preparación
1,PED-375,Pedido Recibido,En Preparación,PED-375: Pedido Recibido -> En Preparación
1,PED-376,Pedido Recibido,En Preparación,PED-376: Pedido Recibido -> En Preparación
1,PED-377,Pedido Recibido,En Preparación,PED-377: Pedido Recibido -> En Preparación
1,PED-378,Pedido Recibido,En Preparación,PED-378: Pedido Recibido -> En Preparación
1,PED-379,Pedido Recibido,En Preparación,PED-379: Pedido Recibido -> En Preparación
1,PED-380,Pedido Recibido,En Preparación,PED-380: Pedido Recibido -> En Preparación
1,PED-381,Pedido Recibido,En Preparación,PED-381: Pedido Recibido -> En Preparación
1,PED-382,Pedido Recibido,En Preparación,PED-382: Pedido Recibido -> En Preparación
1,PED-383,Pedido Recibido,En Preparación,PED-383: Pedido Recibido -> En Preparación
1,PED-384,Pedido Recibido,En Preparación,PED-384: Pedido Recibido -> En Preparación
1,PED-385,Pedido Recibido,En Preparación,PED-385: Pedido Recibido -> En Preparación
1,PED-386,Pedido Recibido,En Preparación,PED-386: Pedido Recibido -> En Preparación
1,PED-387,Pedido Recibido,En Preparación,PED-387: Pedido Recibido -> En Preparación
1,PED-388,Pedido Recibido,En Preparación,PED-388: Pedido Recibido -> En Preparación
1,PED-389,Pedido Recibido,En Preparación,PED-389: Pedido Recibido -> En Preparación
1,PED-390,Pedido Recibido,En Preparación,PED-390: Pedido Recibido -> En Preparación
1,PED-391,Pedido Recibido,En Preparación,PED-391: Pedido Recibido -> En Preparación
1,PED-392,Pedido Recibido,En Preparación,PED-392: Pedido Recibido -> En Preparación
1,PED-393,Pedido Recibido,En Preparación,PED-393: Pedido Recibido -> En Preparación
1,PED-394,Pedido Recibido,En Preparación,PED-394: Pedido Recibido -> En Preparación
1,PED-395,Pedido Recibido,Devuelto,PED-395: Pedido Recibido -> Devuelto
1,PED-396,Pedido Recibido,En Preparación,PED-396: Pedido Recibido -> En Preparación
1,PED-397,Pedido Recibido,En Preparación,PED-397: Pedido Recibido -> En Preparación
1,PED-398,Pedido Recibido,En Preparación,PED-398: Pedido Recibido -> En Preparación
1,PED-399,Pedido Recibido,En Preparación,PED-399: Pedido Recibido -> En Preparación
1,PED-400,Pedido Recibido,Devuelto,PED-400: Pedido Recibido -> Devuelto
1,PED-401,Pedido Recibido,En Preparación,PED-401: Pedido Recibido -> En Preparación
1,PED-402,Pedido Recibido,En Preparación,PED-402: Pedido Recibido -> En Preparación
1,PED-403,Pedido Recibido,En Preparación,PED-403: Pedido Recibido -> En Preparación
1,PED-404,Pedido Recibido,En Preparación,PED-404: Pedido Recibido -> En Preparación
1,PED-405,Pedido Recibido,En Preparación,PED-405: Pedido Recibido -> En Preparación
1,PED-406,Pedido Recibido,En Preparación,PED-406: Pedido Recibido -> En Preparación
1,PED-407,Pedido Recibido,En Preparación,PED-407: Pedido Recibido -> En Preparación
1,PED-408,Pedido Recibido,En Preparación,PED-408: Pedido Recibido -> En Preparación
1,PED-409,Pedido Recibido,En Preparación,PED-409: Pedido Recibido -> En Preparación
1,PED-410,Pedido Recibido,En Preparación,PED-410: Pedido Recibido -> En Preparación
1,PED-411,Pedido Recibido,En Preparación,PED-411: Pedido Recibido -> En Preparación
1,PED-412,Pedido Recibido,En Preparación,PED-412: Pedido Recibido -> En Preparación
1,PED-413,Pedido Recibido,Devuelto,PED-413: Pedido Recibido -> Devuelto
1,PED-414,Pedido Recibido,En Preparación,PED-414: Pedido Recibido -> En Preparación
1,PED-415,Pedido Recibido,En Preparación,PED-415: Pedido Recibido -> En Preparación
1,PED-416,Pedido Recibido,En Preparación,PED-416: Pedido Recibido -> En Preparación
1,PED-417,Pedido Recibido,En Preparación,PED-417: Pedido Recibido -> En Preparación
1,PED-418,Pedido Recibido,En Preparación,PED-418: Pedido Recibido -> En Preparación
1,PED-419,Pedido Recibido,En Preparación,PED-419: Pedido Recibido -> En Preparación
1,PED-420,Pedido Recibido,Devuelto,PED-420: Pedido Recibido -> Devuelto
1,PED-421,Pedido Recibido,En Preparación,PED-421: Pedido Recibido -> En Preparación
1,PED-422,Pedido Recibido,En Preparación,PED-422: Pedido Recibido -> En Preparación
1,PED-423,Pedido Recibido,Devuelto,PED-423: Pedido Recibido -> Devuelto
1,PED-424,Pedido Recibido,En Preparación,PED-424: Pedido Recibido -> En Preparación
1,PED-425,Pedido Recibido,En Preparación,PED-425: Pedido Recibido -> En Preparación
1,PED-426,Pedido Recibido,En Preparación,PED-426: Pedido Recibido -> En Preparación
1,PED-427,Pedido Recibido,En Preparación,PED-427: Pedido Recibido -> En Preparación
1,PED-428,Pedido Recibido,En Preparación,PED-428: Pedido Recibido -> En Preparación
1,PED-429,Pedido Recibido,En Preparación,PED-429: Pedido Recibido -> En Preparación
1,PED-430,Pedido Recibido,En Preparación,PED-430: Pedido Recibido -> En Preparación
1,PED-431,Pedido Recibido,En Preparación,PED-431: Pedido Recibido -> En Preparación
1,PED-432,Pedido Recibido,En Preparación,PED-432: Pedido Recibido -> En Preparación
1,PED-433,Pedido Recibido,En Preparación,PED-433: Pedido Recibido -> En Preparación
1,PED-434,Pedido Recibido,En Preparación,PED-434: Pedido Recibido -> En Preparación
1,PED-435,Pedido Recibido,En Preparación,PED-435: Pedido Recibido -> En Preparación
1,PED-436,Pedido Recibido,En Preparación,PED-436: Pedido Recibido -> En Preparación
1,PED-437,Pedido Recibido,En Preparación,PED-437: Pedido Recibido -> En Preparación
1,PED-438,Pedido Recibido,En Preparación,PED-438: Pedido Recibido -> En Preparación
1,PED-439,Pedido Recibido,En Preparación,PED-439: Pedido Recibido -> En Preparación
1,PED-440,Pedido Recibido,En Preparación,PED-440: Pedido Recibido -> En Preparación
1,PED-441,Pedido Recibido,En Preparación,PED-441: Pedido Recibido -> En Preparación
1,PED-442,Pedido Recibido,En Preparación,PED-442: Pedido Recibido -> En Preparación
1,PED-443,Pedido Recibido,En Preparación,PED-443: Pedido Recibido -> En Preparación
1,PED-444,Pedido Recibido,En Preparación,PED-444: Pedido Recibido -> En Preparación
1,PED-445,Pedido Recibido,En Preparación,PED-445: Pedido Recibido -> En Preparación
1,PED-446,Pedido Recibido,Devuelto,PED-446: Pedido Recibido -> Devuelto
1,PED-447,Pedido Recibido,En Preparación,PED-447: Pedido Recibido -> En Preparación
1,PED-448,Pedido Recibido,Devuelto,PED-448: Pedido Recibido -> Devuelto
1,PED-449,Pedido Recibido,En Preparación,PED-449: Pedido Recibido -> En Preparación
1,PED-450,Pedido Recibido,Devuelto,PED-450: Pedido Recibido -> Devuelto
1,PED-451,Pedido Recibido,En Preparación,PED-451: Pedido Recibido -> En Preparación
1,PED-452,Pedido Recibido,En Preparación,PED-452: Pedido Recibido -> En Preparación
1,PED-453,Pedido Recibido,En Preparación,PED-453: Pedido Recibido -> En Preparación
1,PED-454,Pedido Recibido,En Preparación,PED-454: Pedido Recibido -> En Preparación
1,PED-455,Pedido Recibido,Devuelto,PED-455: Pedido Recibido -> Devuelto
1,PED-456,Pedido Recibido,Devuelto,PED-456: Pedido Recibido -> Devuelto
1,PED-457,Pedido Recibido,En Preparación,PED-457: Pedido Recibido -> En Preparación
1,PED-458,Pedido Recibido,En Preparación,PED-458: Pedido Recibido -> En Preparación
1,PED-459,Pedido Recibido,En Preparación,PED-459: Pedido Recibido -> En Preparación
1,PED-460,Pedido Recibido,En Preparación,PED-460: Pedido Recibido -> En Preparación
1,PED-461,Pedido Recibido,En Preparación,PED-461: Pedido Recibido -> En Preparación
1,PED-462,Pedido Recibido,En Preparación,PED-462: Pedido Recibido -> En Preparación
1,PED-463,Pedido Recibido,En Preparación,PED-463: Pedido Recibido -> En Preparación
1,PED-464,Pedido Recibido,En Preparación,PED-464: Pedido Recibido -> En Preparación
1,PED-465,Pedido Recibido,En Preparación,PED-465: Pedido Recibido -> En Preparación
1,PED-466,Pedido Recibido,Devuelto,PED-466: Pedido Recibido -> Devuelto
1,PED-467,Pedido Recibido,En Preparación,PED-467: Pedido Recibido -> En Preparación
1,PED-468,Pedido Recibido,En Preparación,PED-468: Pedido Recibido -> En Preparación
1,PED-469,Pedido Recibido,Devuelto,PED-469: Pedido Recibido -> Devuelto
1,PED-470,Pedido Recibido,En Preparación,PED-470: Pedido Recibido -> En Preparación
1,PED-471,Pedido Recibido,En Preparación,PED-471: Pedido Recibido -> En Preparación
1,PED-472,Pedido Recibido,En Preparación,PED-472: Pedido Recibido -> En Preparación
1,PED-473,Pedido Recibido,En Preparación,PED-473: Pedido Recibido -> En Preparación
1,PED-474,Pedido Recibido,En Preparación,PED-474: Pedido Recibido -> En Preparación
1,PED-475,Pedido Recibido,En Preparación,PED-475: Pedido Recibido -> En Preparación
1,PED-476,Pedido Recibido,En Preparación,PED-476: Pedido Recibido -> En Preparación
1,PED-477,Pedido Recibido,En Preparación,PED-477: Pedido Recibido -> En Preparación
1,PED-478,Pedido Recibido,Devuelto,PED-478: Pedido Recibido -> Devuelto
1,PED-479,Pedido Recibido,En Preparación,PED-479: Pedido Recibido -> En Preparación
1,PED-480,Pedido Recibido,Devuelto,PED-480: Pedido Recibido -> Devuelto
1,PED-481,Pedido Recibido,En Preparación,PED-481: Pedido Recibido -> En Preparación
1,PED-482,Pedido Recibido,En Preparación,PED-482: Pedido Recibido -> En Preparación
1,PED-483,Pedido Recibido,Devuelto,PED-483: Pedido Recibido -> Devuelto
1,PED-484,Pedido Recibido,Devuelto,PED-484: Pedido Recibido -> Devuelto
1,PED-485,Pedido Recibido,En Preparación,PED-485: Pedido Recibido -> En Preparación
1,PED-486,Pedido Recibido,En Preparación,PED-486: Pedido Recibido -> En Preparación
1,PED-487,Pedido Recibido,En Preparación,PED-487: Pedido Recibido -> En Preparación
1,PED-488,Pedido Recibido,En Preparación,PED-488: Pedido Recibido -> En Preparación
1,PED-489,Pedido Recibido,En Preparación,PED-489: Pedido Recibido -> En Preparación
1,PED-490,Pedido Recibido,En Preparación,PED-490: Pedido Recibido -> En Preparación
1,PED-491,Pedido Recibido,En Preparación,PED-491: Pedido Recibido -> En Preparación
1,PED-492,Pedido Recibido,En Preparación,PED-492: Pedido Recibido -> En Preparación
1,PED-493,Pedido Recibido,En Preparación,PED-493: Pedido Recibido -> En Preparación
1,PED-494,Pedido Recibido,En Preparación,PED-494: Pedido Recibido -> En Preparación
1,PED-495,Pedido Recibido,En Preparación,PED-495: Pedido Recibido -> En Preparación
1,PED-496,Pedido Recibido,En Preparación,PED-496: Pedido Recibido -> En Preparación
1,PED-497,Pedido Recibido,En Preparación,PED-497: Pedido Recibido -> En Preparación
1,PED-498,Pedido Recibido,En Preparación,PED-498: Pedido Recibido -> En Preparación
1,PED-499,Pedido Recibido,En Preparación,PED-499: Pedido Recibido -> En Preparación
1,PED-500,Pedido Recibido,En Preparación,PED-500: Pedido Recibido -> En Preparación
1,PED-501,Pedido Recibido,En Preparación,PED-501: Pedido Recibido -> En Preparación
1,PED-502,Pedido Recibido,En Preparación,PED-502: Pedido Recibido -> En Preparación
1,PED-503,Pedido Recibido,En Preparación,PED-503: Pedido Recibido -> En Preparación
1,PED-504,Pedido Recibido,En Preparación,PED-504: Pedido Recibido -> En Preparación
1,PED-505,Pedido Recibido,En Preparación,PED-505: Pedido Recibido -> En Preparación
1,PED-506,Pedido Recibido,En Preparación,PED-506: Pedido Recibido -> En Preparación
1,PED-507,Pedido Recibido,En Preparación,PED-507: Pedido Recibido -> En Preparación
1,PED-508,Pedido Recibido,En Preparación,PED-508: Pedido Recibido -> En Preparación
1,PED-509,Pedido Recibido,En Preparación,PED-509: Pedido Recibido -> En Preparación
1,PED-510,Pedido Recibido,En Preparación,PED-510: Pedido Recibido -> En Preparación
1,PED-511,Pedido Recibido,En Preparación,PED-511: Pedido Recibido -> En Preparación
1,PED-512,Pedido Recibido,En Preparación,PED-512: Pedido Recibido -> En Preparación
1,PED-513,Pedido Recibido,En Preparación,PED-513: Pedido Recibido -> En Preparación
1,PED-514,Pedido Recibido,En Preparación,PED-514: Pedido Recibido -> En Preparación
1,PED-515,Pedido Recibido,En Preparación,PED-515: Pedido Recibido -> En Preparación
1,PED-516,Pedido Recibido,En Preparación,PED-516: Pedido Recibido -> En Preparación
1,PED-517,Pedido Recibido,En Preparación,PED-517: Pedido Recibido -> En Preparación
1,PED-518,Pedido Recibido,En Preparación,PED-518: Pedido Recibido -> En Preparación
1,PED-519,Pedido Recibido,En Preparación,PED-519: Pedido Recibido -> En Preparación
1,PED-520,Pedido Recibido,En Preparación,PED-520: Pedido Recibido -> En Preparación
1,PED-521,Pedido Recibido,En Preparación,PED-521: Pedido Recibido -> En Preparación
1,PED-522,Pedido Recibido,En Preparación,PED-522: Pedido Recibido -> En Preparación
1,PED-523,Pedido Recibido,En Preparación,PED-523: Pedido Recibido -> En Preparación
1,PED-524,Pedido Recibido,En Preparación,PED-524: Pedido Recibido -> En Preparación
1,PED-525,Pedido Recibido,En Preparación,PED-525: Pedido Recibido -> En Preparación
1,PED-526,Pedido Recibido,En Preparación,PED-526: Pedido Recibido -> En Preparación
1,PED-527,Pedido Recibido,En Preparación,PED-527: Pedido Recibido -> En Preparación
1,PED-528,Pedido Recibido,En Preparación,PED-528: Pedido Recibido -> En Preparación
1,PED-529,Pedido Recibido,En Preparación,PED-529: Pedido Recibido -> En Preparación
1,PED-530,Pedido Recibido,Devuelto,PED-530: Pedido Recibido -> Devuelto
1,PED-531,Pedido Recibido,En Preparación,PED-531: Pedido Recibido -> En Preparación
1,PED-532,Pedido Recibido,En Preparación,PED-532: Pedido Recibido -> En Preparación
